Participant ID,Participant Hash,Question,Answer,Short Title,Age,Gender,Country,Gender_male
46af4353-66f8-49d8-86c2-02a46bc8dac8,7e058eb8a016ee75ffc608e5922fbb4e09a10c5642d2a54ccaadbc6e31546f01,"What would you prefer? Option 1: A draw with a 50-percent chance of receiving 15000 TZS and the same 50-percent chance of receiving nothing, OR Option 2: 1000 TZS as a sure payment? Answer 'Option 1' or 'Option 2'. Don't add other words or explanations.",1.0,Risk 1000,59,male,Tanzania,1
3eaf2d1c-4139-4d0a-b5be-ffa6ed6df135,c3964e75c7e13e6b036c0b741d4eebf1080ffc3bbef0dae9c7294fe352855993,"What would you prefer? Option 1: A draw with a 50-percent chance of receiving 15000 TZS and the same 50-percent chance of receiving nothing, OR Option 2: 1000 TZS as a sure payment? Answer 'Option 1' or 'Option 2'. Don't add other words or explanations.",1.0,Risk 1000,20,male,Tanzania,1
673e778a-6a29-4252-af7e-8f914caa7007,5a55976fcdc9537a870c68031b8e164b2ce4739c8daedfbde1735c3b4763a319,"What would you prefer? Option 1: A draw with a 50-percent chance of receiving 15000 TZS and the same 50-percent chance of receiving nothing, OR Option 2: 500 TZS as a sure payment? Answer 'Option 1' or 'Option 2'. Don't add other words or explanations.",0.0,Risk 500,73,female,Tanzania,0
25f09506-8f46-40b9-8493-dd3400830a2a,35104a95a30359e71e6d2863ad48f3366c51a8c2b9ca26a1edd93d08f7bac8ee,"What would you prefer? Option 1: A draw with a 50-percent chance of receiving 15000 TZS and the same 50-percent chance of receiving nothing, OR Option 2: 1000 TZS as a sure payment? Answer 'Option 1' or 'Option 2'. Don't add other words or explanations.",1.0,Risk 1000,45,male,Tanzania,1
8623faa2-e79a-408d-a8f6-ed0c16a9b2a4,99ba57ccd511caeca59973404e9c936c93e696fda95c51fc12b7fdfcc177cdeb,"What would you prefer? Option 1: A draw with a 50-percent chance of receiving 15000 TZS and the same 50-percent chance of receiving nothing, OR Option 2: 500 TZS as a sure payment? Answer 'Option 1' or 'Option 2'. Don't add other words or explanations.",0.0,Risk 500,69,female,Tanzania,0
88be2645-b3f4-4b63-91a1-2fbee2dcf8f5,9c17f830b623ea1b8ad6d18e62d4a13cfe04b0a388223b4c77068366ce22ae06,"What would you prefer? Option 1: A draw with a 50-percent chance of receiving 15000 TZS and the same 50-percent chance of receiving nothing, OR Option 2: 500 TZS as a sure payment? Answer 'Option 1' or 'Option 2'. Don't add other words or explanations.",0.0,Risk 500,67,female,Tanzania,0
25e9c310-d1a6-4426-ad19-d6a770b64f9d,b8900934bb4149cb4b95b09e2ba3af534b646af65e0d533045604c8ccb0fca50,"What would you prefer? Option 1: A draw with a 50-percent chance of receiving 15000 TZS and the same 50-percent chance of receiving nothing, OR Option 2: 500 TZS as a sure payment? Answer 'Option 1' or 'Option 2'. Don't add other words or explanations.",0.0,Risk 500,63,female,Tanzania,0
25f32fcd-6b60-4b56-8171-39f1d1fbf346,9a60dbcf9fe46f52dba41eb69cb9f3f84587c09446e854404f00ac940b027ae7,"What would you prefer? Option 1: A draw with a 50-percent chance of receiving 15000 TZS and the same 50-percent chance of receiving nothing, OR Option 2: 500 TZS as a sure payment? Answer 'Option 1' or 'Option 2'. Don't add other words or explanations.",0.0,Risk 500,32,female,Tanzania,0
dfaa7ae6-37ac-4303-9bd5-fcd8441f6987,d19446f64bd821669903ed61757c3c266459aa4b76e657b51cb5ea0e95689e4b,"What would you prefer? Option 1: A draw with a 50-percent chance of receiving 15000 TZS and the same 50-percent chance of receiving nothing, OR Option 2: 500 TZS as a sure payment? Answer 'Option 1' or 'Option 2'. Don't add other words or explanations.",0.0,Risk 500,20,female,Tanzania,0
ccb87395-e7e4-4310-9f5a-d3262d21edb8,c183fb9e584ca3f3f9d742082117b4304492af6293b373822666557c26ad48e6,"What would you prefer? Option 1: A draw with a 50-percent chance of receiving 15000 TZS and the same 50-percent chance of receiving nothing, OR Option 2: 500 TZS as a sure payment? Answer 'Option 1' or 'Option 2'. Don't add other words or explanations.",0.0,Risk 500,47,female,Tanzania,0
c44ebecc-f513-422f-992a-c24be32bc20f,c183fb9e584ca3f3f9d742082117b4304492af6293b373822666557c26ad48e6,"What would you prefer? Option 1: A draw with a 50-percent chance of receiving 15000 TZS and the same 50-percent chance of receiving nothing, OR Option 2: 500 TZS as a sure payment? Answer 'Option 1' or 'Option 2'. Don't add other words or explanations.",0.0,Risk 500,47,female,Tanzania,0
3fddb25a-ece7-4245-88cf-15eb81da0a07,c63d4f788a003ffdf67799324fe98eb4d1392bab654b4822ce2a869a861c0076,"What would you prefer? Option 1: A draw with a 50-percent chance of receiving 15000 TZS and the same 50-percent chance of receiving nothing, OR Option 2: 500 TZS as a sure payment? Answer 'Option 1' or 'Option 2'. Don't add other words or explanations.",0.0,Risk 500,71,female,Tanzania,0
8071b4e9-4bb1-42dd-a350-43ccd0898403,336f479dbd9da528aa8ff64813a1626b1de73b214b6319948edbacc660f62969,"What would you prefer? Option 1: A draw with a 50-percent chance of receiving 15000 TZS and the same 50-percent chance of receiving nothing, OR Option 2: 500 TZS as a sure payment? Answer 'Option 1' or 'Option 2'. Don't add other words or explanations.",0.0,Risk 500,74,male,Tanzania,1
c094ad9a-72be-44c1-9010-d366181bc971,ebee4ef7c9022c60c1ea67752522a6f1e7f712e657b518c7c56ab81fbbe62871,"What would you prefer? Option 1: A draw with a 50-percent chance of receiving 15000 TZS and the same 50-percent chance of receiving nothing, OR Option 2: 1000 TZS as a sure payment? Answer 'Option 1' or 'Option 2'. Don't add other words or explanations.",1.0,Risk 1000,34,male,Tanzania,1
d347436e-3255-4fba-b522-0aac13b56bf8,07a20828e1938ed028eac46f900d10b04ddec61e0b1f5a8fde053ee6317a89c3,"What would you prefer? Option 1: A draw with a 50-percent chance of receiving 15000 TZS and the same 50-percent chance of receiving nothing, OR Option 2: 1000 TZS as a sure payment? Answer 'Option 1' or 'Option 2'. Don't add other words or explanations.",1.0,Risk 1000,40,female,Tanzania,0
9c41b993-7687-4213-a1c3-ee40043bbbe7,89d067bfae0fe47a2628ee058439d683bd2caa8896011d1413f57473763a7f85,"What would you prefer? Option 1: A draw with a 50-percent chance of receiving 15000 TZS and the same 50-percent chance of receiving nothing, OR Option 2: 500 TZS as a sure payment? Answer 'Option 1' or 'Option 2'. Don't add other words or explanations.",0.0,Risk 500,30,female,Tanzania,0
5b17f8c8-c7e7-44ae-8c85-db8d36820670,3a97f084cdf855ebc488bfcbc4f0d2b119de27f14127530f6eaf5c3bc6c6186f,"What would you prefer? Option 1: A draw with a 50-percent chance of receiving 15000 TZS and the same 50-percent chance of receiving nothing, OR Option 2: 1000 TZS as a sure payment? Answer 'Option 1' or 'Option 2'. Don't add other words or explanations.",1.0,Risk 1000,28,male,Tanzania,1
0dd976f3-11f4-43b4-b6f0-15abf48f7dc9,5d9f13bad8c74d0b77515360e965886742205e92449cd4e96778a1b7293f6c99,"What would you prefer? Option 1: A draw with a 50-percent chance of receiving 15000 TZS and the same 50-percent chance of receiving nothing, OR Option 2: 500 TZS as a sure payment? Answer 'Option 1' or 'Option 2'. Don't add other words or explanations.",0.0,Risk 500,62,male,Tanzania,1
8a9ab0ba-3af7-4c3d-9746-318a7883eb4d,3a1478536b7594e531b35bb109e44fd28162ab2e0e5d0eaffd1cd33fd34d7662,"What would you prefer? Option 1: A draw with a 50-percent chance of receiving 15000 TZS and the same 50-percent chance of receiving nothing, OR Option 2: 500 TZS as a sure payment? Answer 'Option 1' or 'Option 2'. Don't add other words or explanations.",0.0,Risk 500,77,female,Tanzania,0
3846bd4a-89c9-440b-bf61-67cc8ddd43c1,a4af3068a9778830ae74e1342adb7532ea4a37db13c1e7c6eae5a18f1218ab10,"What would you prefer? Option 1: A draw with a 50-percent chance of receiving 15000 TZS and the same 50-percent chance of receiving nothing, OR Option 2: 500 TZS as a sure payment? Answer 'Option 1' or 'Option 2'. Don't add other words or explanations.",0.0,Risk 500,72,female,Tanzania,0
37bfb2c9-b3a1-432d-ab0c-91a0d24e1d4c,e2ad6858c2e4c2f67215e716820a9bf077c1fc67f8fe148e086388d8ecb0ba9c,"What would you prefer? Option 1: A draw with a 50-percent chance of receiving 15000 TZS and the same 50-percent chance of receiving nothing, OR Option 2: 500 TZS as a sure payment? Answer 'Option 1' or 'Option 2'. Don't add other words or explanations.",0.0,Risk 500,80,male,Tanzania,1
0ea74065-f122-4f8c-af24-263dbf56804f,b8900934bb4149cb4b95b09e2ba3af534b646af65e0d533045604c8ccb0fca50,"What would you prefer? Option 1: A draw with a 50-percent chance of receiving 15000 TZS and the same 50-percent chance of receiving nothing, OR Option 2: 500 TZS as a sure payment? Answer 'Option 1' or 'Option 2'. Don't add other words or explanations.",0.0,Risk 500,63,female,Tanzania,0
9e304103-3247-4b7e-8d38-473e3d4ecde0,87842d91b3bfb3415bb075a811449c21b9e09109c8001aa158dacf54cf2e75f4,"What would you prefer? Option 1: A draw with a 50-percent chance of receiving 15000 TZS and the same 50-percent chance of receiving nothing, OR Option 2: 1000 TZS as a sure payment? Answer 'Option 1' or 'Option 2'. Don't add other words or explanations.",1.0,Risk 1000,47,male,Tanzania,1
c16f20d0-5fe2-4c60-88be-79c700674bad,1f40c4d0d51d8539bd3c8b877f1330f7cc2a07dcf65b5989fa95e0c0705283c6,"What would you prefer? Option 1: A draw with a 50-percent chance of receiving 15000 TZS and the same 50-percent chance of receiving nothing, OR Option 2: 500 TZS as a sure payment? Answer 'Option 1' or 'Option 2'. Don't add other words or explanations.",0.0,Risk 500,43,male,Tanzania,1
55cb5257-8df5-4869-9de2-b70c6b48da5d,3a97f084cdf855ebc488bfcbc4f0d2b119de27f14127530f6eaf5c3bc6c6186f,"What would you prefer? Option 1: A draw with a 50-percent chance of receiving 15000 TZS and the same 50-percent chance of receiving nothing, OR Option 2: 1000 TZS as a sure payment? Answer 'Option 1' or 'Option 2'. Don't add other words or explanations.",1.0,Risk 1000,28,male,Tanzania,1
0260d830-dad2-4564-a48a-70a193b66638,d645ee92b27923edaf0e68d074228b852d80d3fb03f54b3ac873bb12c054ef70,"What would you prefer? Option 1: A draw with a 50-percent chance of receiving 15000 TZS and the same 50-percent chance of receiving nothing, OR Option 2: 500 TZS as a sure payment? Answer 'Option 1' or 'Option 2'. Don't add other words or explanations.",0.0,Risk 500,19,male,Tanzania,1
b6596c9b-a2cf-422a-85a3-f9b7be6243cc,5d16c13140926d52070546ff976ce0375391ec2611d23437db713b0bf69ed25c,"What would you prefer? Option 1: A draw with a 50-percent chance of receiving 15000 TZS and the same 50-percent chance of receiving nothing, OR Option 2: 500 TZS as a sure payment? Answer 'Option 1' or 'Option 2'. Don't add other words or explanations.",0.0,Risk 500,38,male,Tanzania,1
798f65b5-e807-4520-a6a7-779894a34c58,f463339d5c9834556e7205ec0c40e8534eeb8824d560f61ff99b2f2a50dce15f,"What would you prefer? Option 1: A draw with a 50-percent chance of receiving 15000 TZS and the same 50-percent chance of receiving nothing, OR Option 2: 500 TZS as a sure payment? Answer 'Option 1' or 'Option 2'. Don't add other words or explanations.",0.0,Risk 500,55,female,Tanzania,0
778a3341-7a35-4da7-bea0-309243e773ce,459c5fa45ea96dbebc23b1bf55d9b7648164e487a34f432fda70f5e4da72b4da,"What would you prefer? Option 1: A draw with a 50-percent chance of receiving 15000 TZS and the same 50-percent chance of receiving nothing, OR Option 2: 500 TZS as a sure payment? Answer 'Option 1' or 'Option 2'. Don't add other words or explanations.",0.0,Risk 500,49,male,Tanzania,1
c0edb4c9-e865-49a1-9752-801ce02045be,3f3848fee67720365379b20cfeb4245d2abe00d9bf64581a6cbd0ee42c8a8ed4,"What would you prefer? Option 1: A draw with a 50-percent chance of receiving 15000 TZS and the same 50-percent chance of receiving nothing, OR Option 2: 500 TZS as a sure payment? Answer 'Option 1' or 'Option 2'. Don't add other words or explanations.",0.0,Risk 500,79,female,Tanzania,0
644bc14e-9f26-437a-a8f6-9e6e417f441a,17f7fb6ed7c5256ef1b108560b90bf776b23bbaae4f8c80fecf29b53e0ed15cd,"What would you prefer? Option 1: A draw with a 50-percent chance of receiving 15000 TZS and the same 50-percent chance of receiving nothing, OR Option 2: 500 TZS as a sure payment? Answer 'Option 1' or 'Option 2'. Don't add other words or explanations.",0.0,Risk 500,36,male,Tanzania,1
a72feb61-8be6-4640-afbe-c77de63b9585,1f40c4d0d51d8539bd3c8b877f1330f7cc2a07dcf65b5989fa95e0c0705283c6,"What would you prefer? Option 1: A draw with a 50-percent chance of receiving 15000 TZS and the same 50-percent chance of receiving nothing, OR Option 2: 500 TZS as a sure payment? Answer 'Option 1' or 'Option 2'. Don't add other words or explanations.",0.0,Risk 500,43,male,Tanzania,1
e5625c3c-379c-48a1-af9b-6b26dbba1532,6b56f0065e18aae1d6120f3cfadf41e02888ecbbcb588137fc1ea6d53219c322,"What would you prefer? Option 1: A draw with a 50-percent chance of receiving 15000 TZS and the same 50-percent chance of receiving nothing, OR Option 2: 500 TZS as a sure payment? Answer 'Option 1' or 'Option 2'. Don't add other words or explanations.",0.0,Risk 500,56,female,Tanzania,0
f41f69a4-e7bc-4573-a9a0-fd5b8d42641a,7ab3e1551d55fa28ff021051e046d50bc1efe0e9befad6efb8e8e72c9e8d7317,"What would you prefer? Option 1: A draw with a 50-percent chance of receiving 15000 TZS and the same 50-percent chance of receiving nothing, OR Option 2: 500 TZS as a sure payment? Answer 'Option 1' or 'Option 2'. Don't add other words or explanations.",0.0,Risk 500,45,female,Tanzania,0
c282ab44-6b2f-4acd-99b5-ee7438ff07e9,d19446f64bd821669903ed61757c3c266459aa4b76e657b51cb5ea0e95689e4b,"What would you prefer? Option 1: A draw with a 50-percent chance of receiving 15000 TZS and the same 50-percent chance of receiving nothing, OR Option 2: 1000 TZS as a sure payment? Answer 'Option 1' or 'Option 2'. Don't add other words or explanations.",1.0,Risk 1000,20,female,Tanzania,0
174d5d92-bbfb-46f9-b0f2-6d433e19574d,5a55976fcdc9537a870c68031b8e164b2ce4739c8daedfbde1735c3b4763a319,"What would you prefer? Option 1: A draw with a 50-percent chance of receiving 15000 TZS and the same 50-percent chance of receiving nothing, OR Option 2: 500 TZS as a sure payment? Answer 'Option 1' or 'Option 2'. Don't add other words or explanations.",0.0,Risk 500,73,female,Tanzania,0
739c30d1-77d2-4fc9-8732-3f1fa1942c8c,fd9972a107ddfed07046918706a776efece4b30c2dca9e0418cfc36fbc481b99,"What would you prefer? Option 1: A draw with a 50-percent chance of receiving 15000 TZS and the same 50-percent chance of receiving nothing, OR Option 2: 500 TZS as a sure payment? Answer 'Option 1' or 'Option 2'. Don't add other words or explanations.",0.0,Risk 500,58,male,Tanzania,1
db8104fd-9b1b-4ee6-9ab9-023783b72cb0,e2ad6858c2e4c2f67215e716820a9bf077c1fc67f8fe148e086388d8ecb0ba9c,"What would you prefer? Option 1: A draw with a 50-percent chance of receiving 15000 TZS and the same 50-percent chance of receiving nothing, OR Option 2: 500 TZS as a sure payment? Answer 'Option 1' or 'Option 2'. Don't add other words or explanations.",0.0,Risk 500,80,male,Tanzania,1
1a06f29d-418d-4c58-93c2-33cfa85f1381,c1a39d67d167209aada7ff82b20f1183f0d1c348e4a8fc7373d0ab61b1859dc9,"What would you prefer? Option 1: A draw with a 50-percent chance of receiving 15000 TZS and the same 50-percent chance of receiving nothing, OR Option 2: 1000 TZS as a sure payment? Answer 'Option 1' or 'Option 2'. Don't add other words or explanations.",1.0,Risk 1000,35,male,Tanzania,1
5bf6fbdf-72fa-41ea-a713-c38fdd3dc5df,c183fb9e584ca3f3f9d742082117b4304492af6293b373822666557c26ad48e6,"What would you prefer? Option 1: A draw with a 50-percent chance of receiving 15000 TZS and the same 50-percent chance of receiving nothing, OR Option 2: 500 TZS as a sure payment? Answer 'Option 1' or 'Option 2'. Don't add other words or explanations.",0.0,Risk 500,47,female,Tanzania,0
630f02b8-e8eb-4877-a812-bb11d196fe63,30e1f66b92dde7b8c9de7db1ce7138c9a52e919e87db3a6b8ab282cb428bb1eb,"What would you prefer? Option 1: A draw with a 50-percent chance of receiving 15000 TZS and the same 50-percent chance of receiving nothing, OR Option 2: 500 TZS as a sure payment? Answer 'Option 1' or 'Option 2'. Don't add other words or explanations.",0.0,Risk 500,72,male,Tanzania,1
73636962-787f-4a86-af91-83893f258510,85719b61c60ce4604521ba2b16b78bf204e962be710416b57c6429b3315c548a,"What would you prefer? Option 1: A draw with a 50-percent chance of receiving 15000 TZS and the same 50-percent chance of receiving nothing, OR Option 2: 500 TZS as a sure payment? Answer 'Option 1' or 'Option 2'. Don't add other words or explanations.",0.0,Risk 500,57,female,Tanzania,0
5102f0ec-ddd2-4003-9942-4ab6a62db62e,07a20828e1938ed028eac46f900d10b04ddec61e0b1f5a8fde053ee6317a89c3,"What would you prefer? Option 1: A draw with a 50-percent chance of receiving 15000 TZS and the same 50-percent chance of receiving nothing, OR Option 2: 500 TZS as a sure payment? Answer 'Option 1' or 'Option 2'. Don't add other words or explanations.",0.0,Risk 500,40,female,Tanzania,0
7e310ae9-20f5-47bc-8ea3-99241c4f88e8,73c8c64cc1ddced0c3cda6fa2f25999c6ca271f99f987747f432e9c81b5db6ce,"What would you prefer? Option 1: A draw with a 50-percent chance of receiving 15000 TZS and the same 50-percent chance of receiving nothing, OR Option 2: 500 TZS as a sure payment? Answer 'Option 1' or 'Option 2'. Don't add other words or explanations.",0.0,Risk 500,40,male,Tanzania,1
